#SOD    DOY YEAR  NSATS   RX-LAT[DEG]     RX-LON[DEG]   RX-ALT[m]       EPE[m]   NPE[m]   UPE[m]  SIG-EPE  SIG-NPE  SIG-UPE   GDOP      PDOP     TDOP     HDOP     VDOP
43960.0   6 2015   12    43.428563401     1.497028608   251.902300000    0.431   -0.370   -1.553    2.487    2.750    4.560    1.300    1.175    0.555    0.740    0.913
43965.0   6 2015   12    43.428563152     1.497031892   251.936500000    0.697   -0.398   -1.518    2.488    2.750    4.560    1.300    1.175    0.555    0.740    0.913
43970.0   6 2015   12    43.428563087     1.497027287   251.841100000    0.324   -0.405   -1.614    2.488    2.750    4.560    1.300    1.176    0.555    0.740    0.913
43975.0   6 2015   12    43.428561308     1.497031767   251.915700000    0.687   -0.603   -1.539    2.488    2.750    4.560    1.300    1.176    0.555    0.740    0.913
43980.0   6 2015   12    43.428561509     1.497030954   251.922400000    0.621   -0.580   -1.533    2.489    2.750    4.560    1.300    1.176    0.555    0.740    0.913
43985.0   6 2015   12    43.428562751     1.497030603   251.753500000    0.593   -0.443   -1.702    2.489    2.749    4.560    1.300    1.176    0.555    0.740    0.913
43990.0   6 2015   12    43.428562034     1.497026645   252.037200000    0.272   -0.522   -1.418    2.490    2.749    4.560    1.300    1.176    0.555    0.740    0.913
43995.0   6 2015   12    43.428561667     1.497030359   251.003600000    0.573   -0.563   -2.451    2.490    2.749    4.560    1.300    1.176    0.555    0.740    0.913
44000.0   6 2015   12    43.428561022     1.497031669   251.776300000    0.679   -0.635   -1.679    2.490    2.749    4.560    1.300    1.176    0.555    0.740    0.913
44005.0   6 2015   12    43.428559859     1.497030430   251.106400000    0.579   -0.764   -2.349    2.491    2.749    4.560    1.300    1.176    0.555    0.740    0.913
44010.0   6 2015   12    43.428559735     1.497029233   251.917500000    0.482   -0.777   -1.538    2.491    2.749    4.560    1.300    1.176    0.555    0.740    0.913
44015.0   6 2015   12    43.428561025     1.497030422   251.245600000    0.578   -0.634   -2.209    2.491    2.749    4.560    1.300    1.176    0.555    0.740    0.913
44020.0   6 2015   12    43.428563561     1.497026401   251.534400000    0.253   -0.352   -1.921    2.492    2.749    4.560    1.300    1.176    0.555    0.740    0.913
44025.0   6 2015   12    43.428560543     1.497028711   250.853800000    0.440   -0.688   -2.601    2.492    2.749    4.560    1.300    1.176    0.555    0.740    0.913
44030.0   6 2015   12    43.428562736     1.497027471   251.938600000    0.339   -0.444   -1.516    2.492    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44035.0   6 2015   12    43.428559265     1.497028319   251.575600000    0.408   -0.830   -1.879    2.493    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44040.0   6 2015   12    43.428564138     1.497029657   251.802300000    0.516   -0.288   -1.653    2.493    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44045.0   6 2015   12    43.428562901     1.497029562   252.045700000    0.509   -0.426   -1.409    2.494    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44050.0   6 2015   12    43.428563454     1.497031999   251.545000000    0.706   -0.364   -1.910    2.494    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44055.0   6 2015   12    43.428560774     1.497027733   251.562000000    0.360   -0.662   -1.893    2.494    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44060.0   6 2015   12    43.428562466     1.497030026   251.353700000    0.546   -0.474   -2.101    2.495    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44065.0   6 2015   12    43.428559379     1.497029607   251.395400000    0.512   -0.817   -2.060    2.495    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44070.0   6 2015   12    43.428559467     1.497029430   251.978400000    0.498   -0.807   -1.477    2.495    2.748    4.560    1.300    1.176    0.555    0.740    0.913
44075.0   6 2015   12    43.428562499     1.497026923   252.052800000    0.295   -0.470   -1.402    2.496    2.748    4.559    1.300    1.176    0.555    0.741    0.913
44080.0   6 2015   12    43.428561373     1.497023921   251.648300000    0.052   -0.596   -1.807    2.496    2.748    4.559    1.300    1.176    0.555    0.741    0.913
44085.0   6 2015   12    43.428561568     1.497031896   252.313200000    0.698   -0.574   -1.142    2.497    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44090.0   6 2015   12    43.428563300     1.497027326   251.798600000    0.328   -0.382   -1.656    2.497    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44095.0   6 2015   12    43.428564147     1.497028370   251.873300000    0.412   -0.287   -1.582    2.497    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44100.0   6 2015   12    43.428565478     1.497030104   251.867000000    0.552   -0.139   -1.588    2.498    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44105.0   6 2015   12    43.428565721     1.497027321   251.817300000    0.327   -0.112   -1.638    2.498    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44110.0   6 2015   12    43.428561835     1.497025024   252.124600000    0.141   -0.544   -1.330    2.498    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44115.0   6 2015   12    43.428562857     1.497027571   251.910800000    0.347   -0.431   -1.544    2.499    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44120.0   6 2015   12    43.428562569     1.497028540   251.914500000    0.426   -0.463   -1.540    2.499    2.747    4.559    1.300    1.176    0.555    0.741    0.913
44125.0   6 2015   12    43.428562607     1.497029167   251.530300000    0.477   -0.458   -1.925    2.499    2.747    4.558    1.300    1.176    0.555    0.741    0.913
44130.0   6 2015   12    43.428566587     1.497024875   251.631300000    0.129   -0.016   -1.824    2.500    2.746    4.558    1.300    1.176    0.555    0.741    0.913
44135.0   6 2015   12    43.428559731     1.497023852   251.714200000    0.046   -0.778   -1.741    2.500    2.746    4.558    1.300    1.176    0.555    0.741    0.913
44140.0   6 2015   12    43.428563184     1.497023332   251.317300000    0.004   -0.394   -2.138    2.501    2.746    4.558    1.300    1.176    0.555    0.741    0.913
44145.0   6 2015   12    43.428565051     1.497028888   251.453000000    0.454   -0.187   -2.002    2.501    2.746    4.558    1.300    1.176    0.555    0.741    0.913
44150.0   6 2015   12    43.428563982     1.497029592   251.231000000    0.511   -0.306   -2.224    2.501    2.746    4.558    1.300    1.176    0.555    0.741    0.913
44155.0   6 2015   12    43.428563056     1.497030279   252.029200000    0.567   -0.408   -1.426    2.502    2.746    4.558    1.300    1.176    0.555    0.741    0.913
44160.0   6 2015   12    43.428563609     1.497029550   252.312700000    0.508   -0.347   -1.142    2.502    2.746    4.557    1.300    1.176    0.555    0.741    0.913
44165.0   6 2015   12    43.428562429     1.497026693   251.518800000    0.276   -0.478   -1.936    2.502    2.746    4.557    1.300    1.176    0.555    0.741    0.913
44170.0   6 2015   12    43.428566073     1.497030757   251.426000000    0.605   -0.073   -2.029    2.503    2.746    4.557    1.300    1.176    0.555    0.741    0.913
44175.0   6 2015   12    43.428564738     1.497032759   251.396300000    0.767   -0.222   -2.059    2.503    2.745    4.557    1.300    1.176    0.555    0.741    0.913
44180.0   6 2015   12    43.428558532     1.497027976   251.888700000    0.380   -0.911   -1.566    2.504    2.745    4.557    1.300    1.176    0.555    0.741    0.913
44185.0   6 2015   12    43.428560745     1.497031107   251.341600000    0.634   -0.665   -2.113    2.504    2.745    4.556    1.300    1.176    0.555    0.741    0.913
44190.0   6 2015   12    43.428562693     1.497028161   250.928000000    0.395   -0.449   -2.527    2.505    2.745    4.556    1.300    1.176    0.555    0.741    0.913
44195.0   6 2015   12    43.428563642     1.497032982   251.241800000    0.785   -0.343   -2.213    2.505    2.745    4.556    1.300    1.176    0.555    0.741    0.913
44200.0   6 2015   12    43.428563601     1.497031404   251.234800000    0.658   -0.348   -2.220    2.505    2.745    4.556    1.300    1.176    0.555    0.741    0.913
44205.0   6 2015   12    43.428563798     1.497027721   251.717200000    0.360   -0.326   -1.738    2.506    2.745    4.556    1.300    1.176    0.555    0.741    0.913
44210.0   6 2015   12    43.428568000     1.497028961   251.397200000    0.460    0.141   -2.058    2.506    2.745    4.556    1.300    1.176    0.555    0.741    0.913
44215.0   6 2015   11    43.428565000     1.497032681   251.498500000    0.761   -0.193   -1.956    2.601    3.294    5.001    1.455    1.306    0.642    0.839    1.001
44220.0   6 2015   11    43.428564522     1.497030897   251.096300000    0.617   -0.246   -2.359    2.601    3.294    5.001    1.455    1.306    0.642    0.839    1.001
44225.0   6 2015   11    43.428566914     1.497034539   251.331200000    0.912    0.020   -2.124    2.601    3.295    5.002    1.455    1.306    0.642    0.839    1.001
44230.0   6 2015   11    43.428565814     1.497029874   250.888500000    0.534   -0.102   -2.567    2.601    3.295    5.003    1.456    1.306    0.642    0.839    1.001
44235.0   6 2015   11    43.428564883     1.497036821   251.124300000    1.096   -0.205   -2.331    2.602    3.296    5.004    1.456    1.306    0.642    0.839    1.001
44240.0   6 2015   11    43.428567415     1.497034085   250.537800000    0.875    0.076   -2.917    2.602    3.296    5.005    1.456    1.307    0.642    0.839    1.002
44245.0   6 2015   11    43.428563716     1.497036724   251.417500000    1.089   -0.335   -2.038    2.602    3.297    5.006    1.456    1.307    0.642    0.839    1.002
44250.0   6 2015   11    43.428564042     1.497033835   251.141400000    0.855   -0.299   -2.314    2.602    3.297    5.006    1.456    1.307    0.643    0.839    1.002
44255.0   6 2015   11    43.428565230     1.497031359   251.280100000    0.654   -0.167   -2.175    2.602    3.298    5.007    1.457    1.307    0.643    0.840    1.002
44260.0   6 2015   11    43.428566456     1.497029662   251.087700000    0.517   -0.031   -2.367    2.602    3.298    5.008    1.457    1.307    0.643    0.840    1.002
44265.0   6 2015   11    43.428560162     1.497027714   251.672100000    0.359   -0.730   -1.783    2.602    3.299    5.009    1.457    1.308    0.643    0.840    1.002
44270.0   6 2015   11    43.428565479     1.497026643   252.145200000    0.272   -0.139   -1.310    2.602    3.299    5.010    1.457    1.308    0.643    0.840    1.002
44275.0   6 2015   11    43.428567620     1.497036370   250.467000000    1.060    0.099   -2.988    2.602    3.300    5.011    1.458    1.308    0.643    0.840    1.003
44280.0   6 2015   11    43.428563445     1.497034360   251.346200000    0.897   -0.365   -2.109    2.602    3.300    5.011    1.458    1.308    0.643    0.840    1.003
44285.0   6 2015   11    43.428566515     1.497028404   251.735200000    0.415   -0.024   -1.720    2.602    3.301    5.012    1.458    1.308    0.643    0.840    1.003
44290.0   6 2015   10    43.428564162     1.497034137   251.204600000    0.879   -0.286   -2.250    3.306    3.625    6.115    1.782    1.568    0.847    0.986    1.219
44295.0   6 2015   10    43.428564224     1.497033349   250.320900000    0.815   -0.279   -3.134    3.305    3.626    6.117    1.783    1.568    0.847    0.986    1.220
44300.0   6 2015   10    43.428563841     1.497032381   250.978600000    0.737   -0.321   -2.476    3.304    3.627    6.120    1.783    1.569    0.848    0.986    1.220
44305.0   6 2015   11    43.428566479     1.497029011   251.679700000    0.464   -0.028   -1.775    2.603    3.303    5.016    1.459    1.309    0.644    0.840    1.004
44310.0   6 2015   11    43.428571932     1.497035495   250.709000000    0.989    0.578   -2.746    2.603    3.303    5.016    1.459    1.309    0.644    0.840    1.004
44315.0   6 2015   11    43.428566634     1.497034323   250.568000000    0.894   -0.011   -2.887    2.603    3.304    5.017    1.459    1.309    0.644    0.841    1.004
44320.0   6 2015   10    43.428569608     1.497035572   250.774100000    0.995    0.319   -2.681    3.302    3.630    6.130    1.785    1.570    0.849    0.986    1.222
44325.0   6 2015   11    43.428565626     1.497034436   250.490900000    0.903   -0.123   -2.964    2.603    3.305    5.019    1.460    1.310    0.644    0.841    1.004
44330.0   6 2015   11    43.428568905     1.497037700   250.917100000    1.168    0.241   -2.538    2.603    3.305    5.020    1.460    1.310    0.645    0.841    1.004
44335.0   6 2015   10    43.428562818     1.497030035   251.424600000    0.547   -0.435   -2.030    3.300    3.632    6.138    1.787    1.572    0.850    0.986    1.224
44340.0   6 2015   11    43.428557498     1.497030523   251.805200000    0.587   -1.026   -1.650    2.603    3.306    5.021    1.460    1.310    0.645    0.841    1.005
44345.0   6 2015   11    43.428571132     1.497035863   251.530900000    1.019    0.489   -1.924    2.604    3.307    5.022    1.461    1.310    0.645    0.841    1.005
44350.0   6 2015   11    43.428566184     1.497028929   251.885500000    0.457   -0.061   -1.569    2.604    3.307    5.023    1.461    1.311    0.645    0.841    1.005
44355.0   6 2015   11    43.428566463     1.497031204   252.159900000    0.642   -0.030   -1.295    2.604    3.308    5.024    1.461    1.311    0.645    0.841    1.005
44360.0   6 2015   11    43.428566654     1.497033665   251.420200000    0.841   -0.009   -2.035    2.604    3.308    5.024    1.461    1.311    0.645    0.841    1.006
44365.0   6 2015   11    43.428567885     1.497034667   251.977400000    0.922    0.128   -1.478    2.604    3.309    5.025    1.461    1.311    0.645    0.841    1.006
44370.0   6 2015   11    43.428565857     1.497033033   252.211000000    0.790   -0.097   -1.244    2.604    3.309    5.026    1.462    1.311    0.646    0.842    1.006
44375.0   6 2015   11    43.428566654     1.497032463   252.273400000    0.744   -0.009   -1.182    2.604    3.310    5.027    1.462    1.312    0.646    0.842    1.006
